tweet,user_id,created_at
"The strategic #Bitcoin ETF approval will send the price to $150,000!🚀
#BTC #ETH #SOL #MEMECoin #PiNetwork #Trump #Digital #LIBRA #Trump 
 https://t.co/QkysQfsaJW https://t.co/0STso4OAa2",1878749269144051712,2025-02-19 13:22:04+00:00
@smileycapital Can we your thoughts on bitcoin and ethereum smiley ?,1873019611156742144,2025-02-19 13:22:04+00:00
"@Rickrock001 @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:22:02+00:00
"📊 NEUTRAL: #BTCUSD.P | $BTC | 30m

Bitcoinguide offers real-time travel route and major section comment notifications, along with analysis on Bitcoin's 30-minute chart and trading strategies.

💹 Beat market rates: 
https://t.co/EaK5u1ADHH https://t.co/UiLm5CSjfs",1733842056500400128,2025-02-19 13:22:01+00:00
"sent you some Bitcoin!
Referral Code: MNGIEO5J1PO https://t.co/m7Dg1woaBW",1376970133676130313,2025-02-19 13:22:00+00:00
"@xceve21504 @Ashcryptoreal Did you know??? $Pi is the American made blockchain which $BTA 🇺🇸 Bitcoin America is on. Follow for $Pi updates, $BTA updates and other crypto news. The higher $Pi goes, the higher $BTA flies.",1821243135474761728,2025-02-19 13:21:59+00:00
"The strategic #Bitcoin ETF approval will send the price to $150,000!🚀
#BTC #ETH #SOL #MEMECoin #PiNetwork #Trump #Digital #LIBRA #Trump 
 https://t.co/VvwzQC6wyh https://t.co/4FTh4Bm4i3",1878826499991838720,2025-02-19 13:21:59+00:00
"@StefanLoos1309 @anonsweb3 Congratulations🎁🎉 You won $7,000 giveaway randomly
So kindly send your ETH or Bitcoin  wallet address in private",1035997476,2025-02-19 13:21:59+00:00
"Q: John why are people then buying #Bitcoin today then?

John: Because, they are stupid, they don't understand blockchain https://t.co/wras06HYeL",1365371284335509509,2025-02-19 13:21:59+00:00
"The strategic #Bitcoin ETF approval will send the price to $150,000!🚀
#BTC #ETH #SOL #MEMECoin #PiNetwork #Trump #Digital #LIBRA #Trump 
 https://t.co/3KTTV1iK3S https://t.co/W0tB03vbHG",1878963936265109504,2025-02-19 13:21:58+00:00
Bitcoin ETF Institutional Adoption Skyrockets—Ride the Hype with $BTCBULL https://t.co/WJZsBJYXUj,1878949841016954880,2025-02-19 13:21:58+00:00
"@PernellPernell @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:58+00:00
I've just started running my light node on LayerEdge's Incentivised Testnet Dashboard and earning points. Contribute now towards a Bitcoin-backed internet while earning rewards by simply using my referral code that you'll need to access the dashboard: Up821EBG,1392438956701192193,2025-02-19 13:21:58+00:00
"The strategic #Bitcoin ETF approval will send the price to $150,000!🚀
#BTC #ETH #SOL #MEMECoin #PiNetwork #Trump #Digital #LIBRA #Trump 
 https://t.co/BqGlhXDTjh https://t.co/Moif0o75vp",1879179528230379520,2025-02-19 13:21:58+00:00
"🚨 Pierre Dumont purchases more 43,500 shares of SMCI for $34 @realalexvieira  $SPY $QQQ #OpenAI #bitcoin $NVDA $SMCI $RGTI $IONQ $SOL https://t.co/YSffrYu56n",42889882,2025-02-19 13:21:57+00:00
"🚀 Bitcoin's dominance remains strong, holding around 45% of the crypto market cap! Meanwhile, Ethereum continues to innovate with its shift to PoS, boosting scalability and sustainability. As we move into Q4 2023, keep an eye on these two powerhouses! 📈💪 #Bitcoin #Ethereum",2994036220,2025-02-19 13:21:57+00:00
"@rovercrc Utah is making bold moves! 🚀 If this passes, it could set the stage for more states to follow, pushing #Bitcoin further into mainstream finance. Could this be the beginning of state-level BTC adoption across the U.S.?",1882608162177720320,2025-02-19 13:21:56+00:00
"@MaburiSama Make sure you Join my private Telegram channel to stay ahead with Charts, Calls, Market Analysis, Strategies, exclusive investment ideas and trading insights on #Bitcoin, #Crypto, and the #StockMarket.
Say Hi👋 here to join
👇👇
https://t.co/JqiOiSwwwC",955034526,2025-02-19 13:21:56+00:00
"Earn more from your creator content.

The #1 revolutionary tool for Content Creators

Post your first photo at @lamintapp and start earning.

#laMint #BSV #Bitcoin 📸🍃🔒 https://t.co/Mc3j10G6FW",1578675833375522817,2025-02-19 13:21:55+00:00
"@Stacks return to bitcoin. return to stacks.

be on the winning side",1621884761856679938,2025-02-19 13:21:55+00:00
@great_martis You never show when they go down though. Just like you never show when Bitcoin goes up. You're kind of a doomsday fraud.,1453403576047443976,2025-02-19 13:21:55+00:00
"@AltcoinMage @Ashcryptoreal Did you know??? $Pi is the American made blockchain which $BTA 🇺🇸 Bitcoin America is on. Follow for $Pi updates, $BTA updates and other crypto news. The higher $Pi goes, the higher $BTA flies.",1821243135474761728,2025-02-19 13:21:55+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/uXWmaqGM9J

@G3org3L33 @101Kuroky @HockridgeJason @Alesch888 @par_slayer @Bitcoin_edge_ @muhamm10779 @OscarKusmirek @madushan_k10 @zg0755  ASVHA",1880935321057050624,2025-02-19 13:21:54+00:00
"At a bare minimum a Fartcoin reversion to $1 is going to happen here at some point when Bitcoin gets back above $100k

This is basically guaranteed and a 3x from here

 Not sure why you wouldn't take this trade",1282858909833801728,2025-02-19 13:21:54+00:00
Bitcoin is the eye if the storm https://t.co/oydlIm8aFJ,210981383,2025-02-19 13:21:54+00:00
"@verdatica1 @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:54+00:00
"@BitcoinMagazine Utah is making bold moves! 🚀 If this passes, it could set the stage for more states to follow, pushing #Bitcoin further into mainstream finance. Could this be the beginning of state-level BTC adoption across the U.S.?",1882608162177720320,2025-02-19 13:21:53+00:00
"@Chiquij14 @anonsweb3 Congratulations🎁🎉 You won $7,000 giveaway randomly
So kindly send your ETH or Bitcoin  wallet address in private",1035997476,2025-02-19 13:21:53+00:00
@saylor @LaDoger21 @Strategy 😂😂😂😂Bitcoin is a b!tch,970636942005161985,2025-02-19 13:21:52+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/3st86QG9Uz

@meex_89_ @tesic79 @BITCOIN_XIAO @Alex1Tiago50656 @SVP029972173268 @_life20900 @kartarich600 @BolandiMan44615 @HotelThm86890 @J66336633  YLDCB",1878845172362158084,2025-02-19 13:21:52+00:00
"🚨Breaking News: Join the X Token Presale!

🚀Link in Pin ➞ https://t.co/qyRw8vEevC

Invited users: @bitcoin_russ @6FeetUndergrnd @Alifraz050 @BenePatrik36 @SEWERDUDEK83 @huyynguyen1612 @frazerparfum @gurunematumbu @WHOHELPWHO @AccgG12  THLWU",1888552024360325120,2025-02-19 13:21:52+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/iwGEkBWJOh

@MrWildness @rdjpr47829616 @thexrpeacock @Cb0186153Boy @Cpiesonia @minister041 @16andrew_ @Bitcoin_edge_ @RaphealUchendu @ShelbyWest44568  PPWTF",1880842807210049536,2025-02-19 13:21:51+00:00
"Bitcoin consolidates between $94K-$100K amid low volatility, raising concerns of liquidation cascades. Litecoin targets $170 as open interest hits a 4-year high, with ETF approval likely. CZ suggests crypto wallets should replace exchanges for daily use. #Bitcoin #Litecoin… https://t.co/wEgRyVVUEH https://t.co/PFxp3TWgkl",1185947487699259392,2025-02-19 13:21:50+00:00
"@abrahamowiejohn Click cryptoOwl to join my telegram channel and get exclusive insights on #Investments, #Bitcoin, #Stocks and #Trades in building a better portfolio.
•No withdrawal fee ❌
•You don't have to send funds to me or anyone else ❌
             👇👇
https://t.co/beA7onKVrp",763209086,2025-02-19 13:21:50+00:00
"""If it passes, Texas could be the first state in the nation to create a state-level bitcoin reserve.""  👀

https://t.co/oQ03YL2pEY",341746855,2025-02-19 13:21:50+00:00
"Want to earn points and help build bridgeless Bitcoin DeFi?

Join me: https://t.co/Y09VFtJUl7 #JoinArch",1888899545683345408,2025-02-19 13:21:49+00:00
"So excited to be part of #BitDevs Douala! A community to share, learn, and build on #Bitcoin. Developers, join us to explore the protocol, contribute, and create Bitcoin solutions to address local challenges in Cameroon! ⚡🔥 #BitcoinDev #BuildOnBitcoin https://t.co/8DGc6e0Dqb",892075295888551938,2025-02-19 13:21:49+00:00
"@Kropi358149 @anonsweb3 Congratulations🎁🎉 You won $7,000 giveaway randomly
So kindly send your ETH or Bitcoin  wallet address in private",1035997476,2025-02-19 13:21:49+00:00
"@Kayla_moon @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:49+00:00
"🚨Breaking News: Join the X Token Presale!

🚀Link in Pin ➞ https://t.co/Kggln3U6ko

Invited users: @PethaniMalav @Erg0tt @auwalyusuf329 @tcnguyenkt @DAgostiniAlber1 @VikashP03448675 @bitcoin_pod @lefrog_69 @MatthewLaCrosse @GbRf88862224  FLLJD",1888555216813096961,2025-02-19 13:21:48+00:00
@eBTCprotocol if you are into fundamentals love bitcoin 💜,1473759574738022406,2025-02-19 13:21:47+00:00
"Right now, IOU trading prices ($60–$300) are pure speculation. Once real liquidity comes in, the price could adjust significantly. Expect volatility in the first few days!
#CryptoTrading #Mooning #HODL #ToTheMoon #LowCapGem #Bitcoin #Ethereum #Cardano #Polygon #XRP #BinanceCoin",1298737541408059392,2025-02-19 13:21:46+00:00
"@DanBeo1 Make sure you Join my private Telegram channel to stay ahead with Charts, Calls, Market Analysis, Strategies, exclusive investment ideas and trading insights on #Bitcoin, #Crypto, and the #StockMarket.
Say Hi👋 here to join
👇👇
https://t.co/JqiOiSwwwC",955034526,2025-02-19 13:21:45+00:00
"@BlessedWealth8 @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:42+00:00
"@nn_takin63855 @anonsweb3 Congratulations🎁🎉 You won $7,000 giveaway randomly
So kindly send your ETH or Bitcoin  wallet address in private",1035997476,2025-02-19 13:21:41+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/jyWQxY03YB

@Alexand9313861 @AlbertoBoss93 @Bitcoin_716 @Essa1234473 @Slern444 @calypsoo67 @jDOOO9 @KingSunilMeme @RyanCade0 @Fouad9899  OAKJT",1880883828719280128,2025-02-19 13:21:41+00:00
"According to Samson Mow, Chief Strategy Officer at Blockstream, the recent price movement of Bitcoin appears to be artificially manipulated. During a panel discussion at Consensus Hong Kong, Mow expressed his belief that this manipulation is part of a larger effort to suppress… https://t.co/nJ1QlasXZn",1360383432,2025-02-19 13:21:40+00:00
"@killlshot69 Click cryptoOwl to join my telegram channel and get exclusive insights on #Investments, #Bitcoin, #Stocks and #Trades in building a better portfolio.
•No withdrawal fee ❌
•You don't have to send funds to me or anyone else ❌
             👇👇
https://t.co/beA7onKVrp",763209086,2025-02-19 13:21:40+00:00
@litecoin I wanna make some hats that say “make bitcoin great again” with a big Ł on it lol,967850417349591041,2025-02-19 13:21:40+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/MCM3VYlOMg

@MPCrypto @PendekarCryptoo @AttareEl10 @Ttcalaz @BraB066 @Abizkash @bo_duffin @mhkkkkkk @gersoncaldas1 @Bitcoin_BsAs  CM3RO",1878771887276273664,2025-02-19 13:21:39+00:00
"🚀 Just in: #Bitcoin breaks new grounds, hitting an all-time high! 🌕 What's next for the world of #DeFi and #Blockchain? Let's dive into the future together! 📈💥 #CryptoNews is just beginning... Are you in or out? ✨ #FOMO is real and the time to act is now! 🏃💨 #InvestSmart… https://t.co/G4SYWcqTcj",1077231465002356736,2025-02-19 13:21:39+00:00
"@rangerwrangl3er @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:38+00:00
"https://t.co/FphMy1S2eg
Dear @WhiteHouse @POTUS don't interfere in Indian share market...
Since 4 yrs u r trying to demolish Bharat share market.... destroying the common man investment...
Clarify to global @elonmusk bitcoin money laundering...
We r not fools",1109461342111571968,2025-02-19 13:21:38+00:00
"@CryptoastMedia The scenario of #Bitcoin going to zero does not exist anymore. BTC is playing much the same role as gold did in the early days of banking.

Follow @21_sats she knows her stuff when it comes to $BTC, $TRUMP and other Cryptos,her tweet have been really helpful over the years",40249742,2025-02-19 13:21:38+00:00
"@PiNetwork24X7 @Ashcryptoreal Did you know??? $Pi is the American made blockchain which $BTA 🇺🇸 Bitcoin America is on. Follow for $Pi updates, $BTA updates and other crypto news. The higher $Pi goes, the higher $BTA flies.",1821243135474761728,2025-02-19 13:21:38+00:00
@Saylorsatsire My confidence in bitcoin is growing by the day,1244643054834810881,2025-02-19 13:21:38+00:00
"@48_Rmd Make sure you Join my private Telegram channel to stay ahead with Charts, Calls, Market Analysis, Strategies, exclusive investment ideas and trading insights on #Bitcoin, #Crypto, and the #StockMarket.
Say Hi👋 here to join
👇👇
https://t.co/JqiOiSwwwC",955034526,2025-02-19 13:21:37+00:00
@bitcoin_bugle @_podconf @shane_onuiex @Dennis_Porter_ @CynthiaMLummis Should read STFU Penis,1386523700900548608,2025-02-19 13:21:37+00:00
"@JoeNakamoto Joe, don't feed the trolls. They won't understand the fact that Bitcoin is simply a better payment system.",1206459230838018048,2025-02-19 13:21:36+00:00
"🚨Breaking News: Join the X Token Presale!

🚀Link in Pin ➞ https://t.co/g1rdWF8SKm

Invited users: @liamarveli28976 @huangyan70 @uotiouotio @MohammeddadiDa1 @_sonji @Nwc28637166 @Bitcoin_MyDaD @kaziabir069 @caiushawkins @davidnight_  KXHUO",1887882027711787008,2025-02-19 13:21:36+00:00
"The strategic #Bitcoin ETF approval will send the price to $150,000!🚀
#BTC #ETH #SOL #MEMECoin #PiNetwork #Trump #Digital #LIBRA #Trump 
 https://t.co/J7wQt2z82q https://t.co/CckDMOKElY",1879483724112510976,2025-02-19 13:21:35+00:00
"🚀 Big News!

#ElonMusk has officially launched X Token 🎉

➞ 𝗽𝗶𝗻 𝗽𝗼𝘀𝘁 https://t.co/clJUgNeVwP

GZzOk @daiscuzap @shollypizl1 @Yamanyion @DaddyTyrant @nickrj @opmatt273 @leitaozinh0 @robnice89 @Fiat_to_Bitcoin @Maro203060889 @NftTarusov55805 @melle0787",1879759777745539072,2025-02-19 13:21:34+00:00
Bitcoin's supply limit illustrates dark energy and matter is relative energy and matter—where negative relative energy Coinbase rewards positive relative energy motivates miners to transform 21 million negative matter Bitcoin into crystallized 21 million Bitcoin positive matter.,1379141700375953416,2025-02-19 13:21:34+00:00
"🚀 Big News!

#ElonMusk has officially launched X Token 🎉

➞ 𝗽𝗶𝗻 𝗽𝗼𝘀𝘁 https://t.co/clJUgNeVwP

aXaZy @husahmad13 @Jareth83287376 @Bitcoin_Pep @tomhannon82 @samblarq @pegmafia @rutger2049 @Madissa156754 @kkhuebner4 @RPippi @Lachlsn3 @J1MF3N @maicmorenop",1879759777745539072,2025-02-19 13:21:34+00:00
Bitcoin February 19 daily chart alert - Bears have the slight technical edge https://t.co/IYRYinnkdV https://t.co/fHsHxz85Dz,1144612974629400577,2025-02-19 13:21:34+00:00
@Crash04890186 yeah bitcoin Facebook meta hacked Instagram homework $btc this would look good on a shirt hot kai cenat porn only fans hacked hax,1391750347442565124,2025-02-19 13:21:33+00:00
"@Bitcoin_Teddy 179886 This guide helped me create a fast and efficient bot 

 Watch now -&gt; @0xAltStacker https://t.co/uLiK2qRvwo",1544362443098447873,2025-02-19 13:21:32+00:00
"@xxHITTINxx @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:31+00:00
@Bitcoin_Teddy Is this your man 🧍‍♂️?,1700982551597535232,2025-02-19 13:21:31+00:00
Results from hodling $MSTR for 5+ years #Bitcoin https://t.co/9mrDA78dst,1887232235595591682,2025-02-19 13:21:31+00:00
Bitcoin is on the rise 🚀 #cryptocurrency,1867647321628155904,2025-02-19 13:21:31+00:00
"I just claimed my ZCX tokens using the Zenchain Testnet Faucet! 🚀 Get yours now and start building on the most secure Bitcoin Layer 1.

 https://t.co/enwHKLLymP

 #Zenchain #Crypto #Blockchain",1660655745321381904,2025-02-19 13:21:30+00:00
"@KFweb3 @Ashcryptoreal Did you know??? $Pi is the American made blockchain which $BTA 🇺🇸 Bitcoin America is on. Follow for $Pi updates, $BTA updates and other crypto news. The higher $Pi goes, the higher $BTA flies.",1821243135474761728,2025-02-19 13:21:30+00:00
"Regardless of who Satoshi Nakamoto is (be it @peterktodd or be it @jack) I think he would agree that @StratumV2 is a necessary upgrade.

He/she/they didn't create Bitcoin to have it controlled by 2-4 nodes that create 75%+ of the blocks, right?

Demand Decentralization! https://t.co/bGeiWO1eKS",1455187818523807750,2025-02-19 13:21:30+00:00
@TheBitcoinConf @MICHLiq_ Central bankers waking up to bitcoin potential.,2900133469,2025-02-19 13:21:30+00:00
"@Ruubbi777 Make sure you Join my private Telegram channel to stay ahead with Charts, Calls, Market Analysis, Strategies, exclusive investment ideas and trading insights on #Bitcoin, #Crypto, and the #StockMarket.
Say Hi👋 here to join
👇👇
https://t.co/JqiOiSwwwC",955034526,2025-02-19 13:21:29+00:00
"@ButtcoinTNB The scenario of #Bitcoin going to zero does not exist anymore. BTC is playing much the same role as gold did in the early days of banking.

Follow @21_sats she knows her stuff when it comes to $BTC, $TRUMP and other Cryptos,her tweet have been really helpful over the years",40249742,2025-02-19 13:21:29+00:00
Any guesses on why all the scam coin CEOs own Bitcoin? What do you think native tokens on their blockchain really exist for?,827558736608718849,2025-02-19 13:21:29+00:00
@DevotedDividend Who here thinks a 14 month history is good enough on a leveraged bitcoin strat that will pay 100% dividends consistently?,839058914,2025-02-19 13:21:27+00:00
"@astrosfan3885 @SkohtyDFS @Bucketboy401 You Can Contact { @Johnsmith1477 } Via Telegram For 2025 Great Blessings. His Platform Is Helping People With Money Into Their Payment Method Through: CashApp, PayPal, Apple Pay, Zelle, Venmo And Bitcoin Accounts. Can't Believe It, Until I Got Paid Of $5,000 From Their Platform.",1784266615321706496,2025-02-19 13:21:26+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/gMfsHxS31X

@GABRIEL34841792 @GiftedJose6038 @Ayewhat58688908 @ShayanAhme38214 @Simranj04206741 @flowmailapp @Bitcoin_BsAs @Loki1398 @Forever4Crypto @Drail707  CUJHX",1879175860470587392,2025-02-19 13:21:26+00:00
"Breaking News: Join the X Token Presale!

🚀 Pinned post  ➞ https://t.co/gMfsHxS31X

@soaak__seth @shahidmani @MontanezHugo @PacMan2164 @truong48992454 @Bitcoin_716 @LPaul7879 @conectcoin @raagefx4 @Spylink  AMBD5",1879175860470587392,2025-02-19 13:21:26+00:00
"CoinDesk 20 Index: 3,195.66  +1.12%
Bitcoin (BTC): $96,356.41  +0.79%
Ether (ETH): $2,735.66  +1.54%
S&amp;P 500: 6,129.58  +0.24% 
Gold: $2,944.53  +0.31%
Nikkei 225: 39,164.61  -0.27%",1239032044673355776,2025-02-19 13:21:26+00:00
Bitcoin soaring to new heights 🚀 #cryptoqueen,1866689372583759872,2025-02-19 13:21:26+00:00
Bitcoin Technical &amp; Orderflow Analysis - My Trading Since Yesterday 94k Long + What's Next for BTC? https://t.co/3HcmvDhOv8 #bitcoin #btc $btc #crypto #Trading,2909240801,2025-02-19 13:21:25+00:00
"@BitcoinMagazine Slowly, then all at once. Another brick in the wall for state-level Bitcoin adoption.",1869669015964033024,2025-02-19 13:21:25+00:00
"@hafizhasnain97 Click cryptoOwl to join my telegram channel and get exclusive insights on #Investments, #Bitcoin, #Stocks and #Trades in building a better portfolio.
•No withdrawal fee ❌
•You don't have to send funds to me or anyone else ❌
             👇👇
https://t.co/beA7onKVrp",763209086,2025-02-19 13:21:25+00:00
"@BTC_Archive ✅ $DOG(Bitcoin) is the most decentralized coin
✅ $DOG(Bitcoin) is the people's Bitcoin
✅ $DOG(Bitcoin) is a movement, Free &amp; Fair
✅ $DOG(Bitcoin) #1 community
✅ $DOG(Bitcoin) community is the realest and the most organic
✅ $DOG(Bitcoin) is unstoppable",1728070097040969728,2025-02-19 13:21:25+00:00
"🚀 Big News!

#ElonMusk has officially launched X Token 🎉

➞ 𝗽𝗶𝗻 𝗽𝗼𝘀𝘁 https://t.co/Pvxx1mT7Tr

zptPF @Abdurraufahma12 @hussainimu69023 @zmb999788 @TammyOwens81498 @MicheleRose343 @BGupta10589 @ShahRukh3330 @CarlosG03190839 @grs_bitcoin @AmirHas43234801",1880042875968503809,2025-02-19 13:21:25+00:00
@GaryCardone @GaryCardone what happend to the last poll???? Was bitcoin winning???? 😂😂😂😂😂 https://t.co/dvuM8i3xu3,1877638717764243456,2025-02-19 13:21:24+00:00
